name,label,gender,region,format,augmentation,original_name
Korngi shrat,PERSON,female,muslim,lastname_firstname_char_drop,char_drop,Korangi Ishrat
MR HEERA PATEL,PERSON,female,jain,upper_prefix_noise,prefix_noise,HEERA PATEL
Shakuntala Kumari Suna,PERSON,female,odia,three_part,original,Shakuntala Kumari Suna
Marbaniang Niharika,PERSON,female,assamese,lastname_firstname,original,Marbaniang Niharika
S Bho,PERSON,female,marathi,initial_lastname_abbreviated,abbreviated,S Bhosale
hah Inderlal,PERSON,male,jain,lastname_firstname_char_drop,char_drop,Shah Inderlal
IMPS-S Bagul,PERSON,female,marathi,initial_lastname_prefix_noise,prefix_noise,S Bagul
CHITHRA PARAMESSWARAN,PERSON,female,malayalam,upper_char_repeat,char_repeat,CHITHRA PARAMESWARAN
Sailen H,PERSON,male,assamese,firstname_initial,original,Sailen H
Ratnes..,PERSON,male,hindi,firstname_initial_partial_masked,partial_masked,Ratnesh K
ashim barik-747,PERSON,male,assamese,lower_suffix_noise,suffix_noise,ashim barik
Raha/Saptami,PERSON,female,bengali,lastname_firstname_space_replaced,space_replaced,Raha Saptami
Takur kUnti,PERSON,female,jain,lastname_firstname_phonetic_sub,phonetic_sub,Thakur Kunti
N T Malhotra,PERSON,female,punjabi,initials_lastname,original,N T Malhotra
Naushad Syed,PERSON,male,muslim,firstname_lastname,original,Naushad Syed
MATHEWJAIN,PERSON,male,christian,upper_no_spaces,no_spaces,MATHEW JAIN
ETI HASDA,PERSON,female,odia,upper_char_drop,char_drop,ETI HANSDA
M Sunny,PERSON,female,christian,initial_lastname,original,M Sunny
Niru Chakraborty,PERSON,female,assamese,firstname_lastname,original,Niru Chakraborty
R BaXXX,PERSON,female,bengali,initial_lastname_partial_masked,partial_masked,R Bagchi
Jaseem Panikk,PERSON,male,malayalam,firstname_lastname_truncated,truncated,Jaseem Panikkar
Kek,PERSON,female,bengali,firstname_only_char_drop,char_drop,Keka
D Berwa,PERSON,male,jain,initial_lastname,original,D Berwa
Bharathi.Naidu,PERSON,female,telugu,firstname_lastname_space_replaced,space_replaced,Bharathi Naidu
AAbdul,PERSON,male,malayalam,firstname_only_char_repeat,char_repeat,Abdul
T  Upadhyay,PERSON,male,rajasthani,initial_lastname_extra_spaces,extra_spaces,T Upadhyay
DALPATRAM BERWA/39,PERSON,male,jain,upper_suffix_noise,suffix_noise,DALPATRAM BERWA
Muniswamy Ballabh Tantry,PERSON,male,kannada,three_part,original,Muniswamy Ballabh Tantry
M Wagh,PERSON,male,gujarati,initial_lastname_abbreviated,abbreviated,M Waghela
Inderjit,PERSON,male,punjabi,firstname_only,original,Inderjit
FARIDA BIRDY,PERSON,female,parsi,upper,original,FARIDA BIRDY
G Mitra,PERSON,male,assamese,initial_lastname,original,G Mitra
Jgdmba T,PERSON,female,rajasthani,firstname_initial_char_drop,char_drop,Jagdamba T
K sUNY,PERSON,female,malayalam,initial_lastname_double_merge+case_noise,double_merge+case_noise,K Sunny
aDwood B,PERSON,male,muslim,firstname_initial_typo_swap,typo_swap,Dawood B
ThenmozhiS,PERSON,female,tamil,firstname_initial_no_spaces,no_spaces,Thenmozhi S
H R***,PERSON,female,jain,initial_lastname_partial_masked,partial_masked,H Rabari
Shri T S Rabari,PERSON,female,gujarati,initials_lastname_prefix_noise,prefix_noise,T S Rabari
SHWETA CHsAMOLI,PERSON,female,hindi,upper_char_insert,char_insert,SHWETA CHAMOLI
Mogili Jayalaltiha,PERSON,female,telugu,lastname_firstname_typo_swap,typo_swap,Mogili Jayalalitha
J Cam,PERSON,male,parsi,initial_lastname_vowel_drop,vowel_drop,J Cama
luikham bhutia,PERSON,male,northeast,lower,original,luikham bhutia
Tchounaojam C,PERSON,male,northeast,firstname_initial_char_insert,char_insert,Thounaojam C
Loganathan.Udhay,PERSON,male,tamil,lastname_firstname_space_replaced,space_replaced,Loganathan Udhay
Thiyam R,PERSON,female,northeast,firstname_initial,original,Thiyam R
Mariyam. Durga. Thampi.,PERSON,female,malayalam,three_part_dots_added,dots_added,Mariyam Durga Thampi
Hemlataben,PERSON,female,jain,firstname_only,original,Hemlataben
MRS Teja Kapu,PERSON,male,telugu,firstname_lastname_prefix_noise,prefix_noise,Teja Kapu
Anvu R,PERSON,male,tamil,firstname_initial_phonetic_sub,phonetic_sub,Anbu R
DAYAWANTI SNEHA CHAUHAN,PERSON,female,jain,three_part_upper,original,DAYAWANTI SNEHA CHAUHAN
Heera Rupa Gajjar,PERSON,female,jain,three_part,original,Heera Rupa Gajjar
Tushar K.,PERSON,male,hindi,firstname_initial_dots_added,dots_added,Tushar K
jul raychaudhuri,PERSON,male,assamese,lower_char_drop,char_drop,jugal raychaudhuri
pratima hserpa,PERSON,female,assamese,lower_typo_swap,typo_swap,pratima sherpa
SHRI Gupta Chandana,PERSON,female,jain,lastname_firstname_prefix_noise,prefix_noise,Gupta Chandana
Indrajit,PERSON,male,assamese,firstname_only,original,Indrajit
Dhnshre Spkl,PERSON,female,marathi,firstname_lastname_vowel_drop,vowel_drop,Dhanashree Sapkal
Kulwinder.Bhola.Sangha,PERSON,male,punjabi,three_part_space_replaced,space_replaced,Kulwinder Bhola Sangha
jaswant***,PERSON,male,punjabi,lower_partial_masked+no_spaces,partial_masked+no_spaces,jaswant kang
Ramupr Ilyas,PERSON,male,muslim,lastname_firstname_typo_swap,typo_swap,Rampur Ilyas
Bor...,PERSON,female,northeast,lastname_firstname_partial_masked,partial_masked,Boro Maibam
Rajkishore,PERSON,male,odia,firstname_only,original,Rajkishore
Radha   Joshi,PERSON,female,kannada,firstname_lastname_extra_spaces,extra_spaces,Radha Joshi
Jayalalita gUd,PERSON,female,telugu,firstname_lastname_phonetic_sub,phonetic_sub,Jayalalitha Goud
SWARA DULARI PHANSE,PERSON,female,marathi,three_part_upper,original,SWARA DULARI PHANSE
Nandita. S.,PERSON,female,bengali,firstname_initial_dots_added,dots_added,Nandita S
Tsanim K,PERSON,female,muslim,firstname_initial_typo_swap,typo_swap,Tasnim K
Viam,PERSON,male,rajasthani,firstname_only_char_drop,char_drop,Vikram
P Baski,PERSON,male,bengali,initial_lastname,original,P Baski
Mudaliar Thirunavukarasu,PERSON,male,tamil,lastname_firstname_double_merge,double_merge,Mudaliar Thirunavukkarasu
putul  tudu,PERSON,male,assamese,lower_extra_spaces,extra_spaces,putul tudu
Vinay ata,PERSON,male,telugu,firstname_lastname_char_drop,char_drop,Vinay Ganta
Baidya oln,PERSON,male,christian,lastname_firstname_char_drop,char_drop,Baidya Colin
V. J. Ganta.,PERSON,male,telugu,initials_lastname_dots_added,dots_added,V J Ganta
Sraat M,PERSON,male,assamese,firstname_initial_typo_swap,typo_swap,Sarat M
triveniben shukla,PERSON,female,jain,lower,original,triveniben shukla
Sachdeva Kntaben,PERSON,female,jain,lastname_firstname_char_drop,char_drop,Sachdeva Kantaben
Prob eb,PERSON,male,bengali,firstname_lastname_char_drop+abbreviated,char_drop+abbreviated,Probir Deb
parthasarathi b,PERSON,male,bengali,lower_truncated,truncated,parthasarathi barua
Kriscna O,PERSON,male,marathi,firstname_initial_phonetic_sub,phonetic_sub,Krishna O
Priyambada PP,PERSON,female,odia,firstname_initial_char_repeat,char_repeat,Priyambada P
Prabhavathi K/74,PERSON,female,kannada,firstname_initial_suffix_noise,suffix_noise,Prabhavathi K
BangeraAkshay,PERSON,male,kannada,lastname_firstname_no_spaces,no_spaces,Bangera Akshay
I Dlaal,PERSON,female,jain,initial_lastname_typo_swap,typo_swap,I Dalal
H Chalagundla,PERSON,female,telugu,initial_lastname_double_merge,double_merge,H Challagundla
Dixit Kanhaiya,PERSON,male,rajasthani,lastname_firstname,original,Dixit Kanhaiya
Rajak. Bireswar,PERSON,male,bengali,lastname_firstname_dots_added,dots_added,Rajak Bireswar
karthika krishnakumar,PERSON,female,malayalam,lower,original,karthika krishnakumar
Shanmugasundaram Ni,PERSON,female,tamil,lastname_firstname_truncated,truncated,Shanmugasundaram Nivedha
UPI-Shobhna Chudasama,PERSON,female,gujarati,firstname_lastname_prefix_noise,prefix_noise,Shobhna Chudasama
harshitha havaldar,PERSON,female,kannada,lower,original,harshitha havaldar
Sagar   Chippa,PERSON,female,rajasthani,firstname_lastname_extra_spaces,extra_spaces,Sagar Chippa
JIJIN-RADHAKRISHNAN,PERSON,male,malayalam,upper_space_replaced,space_replaced,JIJIN RADHAKRISHNAN
R Saho,PERSON,male,odia,initial_lastname_abbreviated,abbreviated,R Sahoo
Mammen Unni AC5027,PERSON,male,malayalam,lastname_firstname_suffix_noise,suffix_noise,Mammen Unni
ramchandra ba...,PERSON,male,odia,lower_truncated_ellipsis,truncated_ellipsis,ramchandra bag
Ger,PERSON,female,parsi,firstname_only_char_drop,char_drop,Goher
Toomar Shikha,PERSON,female,hindi,lastname_firstname_char_repeat,char_repeat,Tomar Shikha
Thigrumagal T,PERSON,female,tamil,firstname_initial_char_insert,char_insert,Thirumagal T
Magdalene,PERSON,female,christian,firstname_only,original,Magdalene
ZeliangAnungl,PERSON,male,northeast,lastname_firstname_no_spaces+truncated,no_spaces+truncated,Zeliang Anungla
KahlonTarneet,PERSON,female,punjabi,lastname_firstname_no_spaces,no_spaces,Kahlon Tarneet
NARESC MYNAMPATI,PERSON,male,telugu,upper_phonetic_sub,phonetic_sub,NARESH MYNAMPATI
Pradeep  T,PERSON,male,odia,firstname_initial_extra_spaces,extra_spaces,Pradeep T
Balamurugan.A,PERSON,male,tamil,firstname_initial_space_replaced,space_replaced,Balamurugan A
udaybhan.pandey,PERSON,male,hindi,lower_space_replaced+dots_added,space_replaced+dots_added,udaybhan pandey
Stanley,PERSON,male,christian,firstname_only,original,Stanley
amanpal vohra,PERSON,male,punjabi,lower,original,amanpal vohra
B L ..,PERSON,male,rajasthani,initials_lastname_partial_masked,partial_masked,B L Dewasi
Gqowri Rani Gowda,PERSON,female,kannada,three_part_char_insert,char_insert,Gowri Rani Gowda
P Ratore,PERSON,female,rajasthani,initial_lastname_phonetic_sub,phonetic_sub,P Rathore
Maryam.N,PERSON,female,muslim,firstname_initial_space_replaced,space_replaced,Maryam N
Aquib Z,PERSON,male,muslim,firstname_initial,original,Aquib Z
haricha..,PERSON,male,jain,lower_space_replaced+partial_masked,space_replaced+partial_masked,harichand awasthi
Shobhna,PERSON,female,gujarati,firstname_only,original,Shobhna
SHANKAR TANTRY,PERSON,male,kannada,upper,original,SHANKAR TANTRY
P Poduir,PERSON,male,telugu,initial_lastname_truncated_ellipsis+typo_swap,truncated_ellipsis+typo_swap,P Poduri
Vijayar..,PERSON,male,tamil,firstname_initial_partial_masked,partial_masked,Vijayaraj S
Gouri B,PERSON,female,odia,firstname_initial,original,Gouri B
Angom P,PERSON,female,northeast,firstname_initial,original,Angom P
Hiremat pUttasvamy,PERSON,male,kannada,lastname_firstname_phonetic_sub,phonetic_sub,Hiremath Puttaswamy
Raemscha suwarna,PERSON,male,kannada,firstname_lastname_phonetic_sub+typo_swap,phonetic_sub+typo_swap,Ramesha Suvarna
Blks D,PERSON,female,muslim,firstname_initial_vowel_drop,vowel_drop,Bilkis D
J D Vakil,PERSON,female,parsi,initials_lastname,original,J D Vakil
Modi_Priti,PERSON,female,gujarati,lastname_firstname_space_replaced,space_replaced,Modi Priti
Gosi Riddh,PERSON,female,gujarati,lastname_firstname_vowel_drop,vowel_drop,Gosai Riddhi
Jayama Lkshmi Naik,PERSON,female,kannada,three_part_char_drop,char_drop,Jayamma Lakshmi Naik
BHARADWAJ LOCHAN KAMBHAMPATI,PERSON,male,telugu,three_part_upper,original,BHARADWAJ LOCHAN KAMBHAMPATI
Kantaben V,PERSON,female,jain,firstname_initial,original,Kantaben V
Kirmani Rasched,PERSON,male,muslim,lastname_firstname_phonetic_sub,phonetic_sub,Kirmani Rashed
CHAMKAUR SAHNI,PERSON,male,punjabi,upper,original,CHAMKAUR SAHNI
N Rahtod,PERSON,female,gujarati,initial_lastname_typo_swap,typo_swap,N Rathod
Daampal,PERSON,male,hindi,firstname_only_char_drop,char_drop,Dharampal
SANJOG BHOIR,PERSON,male,marathi,upper,original,SANJOG BHOIR
Purushottam Gallla,PERSON,male,telugu,firstname_lastname_char_repeat,char_repeat,Purushottam Galla
Devi Z,PERSON,female,northeast,firstname_initial,original,Devi Z
S Monsang,PERSON,male,northeast,initial_lastname,original,S Monsang
MRS Bidyut R,PERSON,female,assamese,firstname_initial_prefix_noise,prefix_noise,Bidyut R
DILIP CANDRA wEKARIYA,PERSON,male,gujarati,three_part_upper_phonetic_sub,phonetic_sub,DILIP CHANDRA VEKARIYA
Gurapp M,PERSON,male,kannada,firstname_initial_char_drop,char_drop,Gurappa M
Nihla Kang,PERSON,male,punjabi,firstname_lastname_typo_swap,typo_swap,Nihal Kang
SIITA SHREE GOUDA,PERSON,female,odia,three_part_upper_char_repeat,char_repeat,SITA SHREE GOUDA
ZARIN BATLIWAL,PERSON,female,parsi,upper_truncated,truncated,ZARIN BATLIWALA
K_Dhobi,PERSON,male,hindi,initial_lastname_space_replaced,space_replaced,K Dhobi
gobinda murmu AC6600,PERSON,male,bengali,lower_suffix_noise,suffix_noise,gobinda murmu
maly mhanty,PERSON,female,odia,lower_vowel_drop,vowel_drop,malaya mohanty
swaroo***,PERSON,female,telugu,lower_partial_masked,partial_masked,swaroopa rao
K Bisws,PERSON,female,bengali,initial_lastname_vowel_drop,vowel_drop,K Biswas
Harpal Dhingra,PERSON,male,punjabi,firstname_lastname,original,Harpal Dhingra
Imyavramban S,PERSON,male,tamil,firstname_initial_vowel_drop,vowel_drop,Imayavaramban S
Heena.Kansara,PERSON,female,gujarati,firstname_lastname_space_replaced,space_replaced,Heena Kansara
mrudula padhiar,PERSON,female,gujarati,lower,original,mrudula padhiar
HARJET   LAKHVIR,PERSON,female,punjabi,upper_double_merge+extra_spaces,double_merge+extra_spaces,HARJEET LAKHVIR
nilanjana royc,PERSON,female,bengali,lower_truncated,truncated,nilanjana roychoudhury
maisnamzeliang,PERSON,male,northeast,lower_no_spaces,no_spaces,maisnam zeliang
Hemraj Dut Shukla,PERSON,male,rajasthani,three_part_double_merge,double_merge,Hemraj Dutt Shukla
Malaicamy cHidamvaram,PERSON,male,tamil,firstname_lastname_phonetic_sub,phonetic_sub,Malaichamy Chidambaram
P2P-Bina S,PERSON,female,odia,firstname_initial_prefix_noise,prefix_noise,Bina S
Paramesawran Xavier,PERSON,male,christian,lastname_firstname_typo_swap,typo_swap,Parameswaran Xavier
Chandan,PERSON,male,assamese,firstname_only,original,Chandan
Hari Guna,PERSON,female,telugu,firstname_lastname_abbreviated,abbreviated,Harika Gunapati
Firoz Ghori,PERSON,male,muslim,firstname_lastname,original,Firoz Ghori
Chita M,PERSON,male,odia,firstname_initial_double_merge,double_merge,Chitta M
DILWAR BAIG,PERSON,male,muslim,upper,original,DILWAR BAIG
Aimol Rongsen,PERSON,male,northeast,lastname_firstname,original,Aimol Rongsen
Kaswan Giris,PERSON,male,hindi,lastname_firstname_truncated_ellipsis,truncated_ellipsis,Kaswan Girish
Kayal Chumki,PERSON,female,bengali,lastname_firstname,original,Kayal Chumki
Siddiqi Waheeda,PERSON,female,muslim,lastname_firstname,original,Siddiqi Waheeda
S Jafr,PERSON,female,muslim,initial_lastname_abbreviated,abbreviated,S Jafri
Keharkongor Pukhrambam,PERSON,male,northeast,lastname_firstname_char_insert,char_insert,Kharkongor Pukhrambam
Wadhwa   Mannu,PERSON,female,hindi,lastname_firstname_extra_spaces,extra_spaces,Wadhwa Mannu
Muktab..,PERSON,female,jain,firstname_lastname_partial_masked,partial_masked,Muktaben Prajapati
Narang Jasleen,PERSON,female,punjabi,lastname_firstname,original,Narang Jasleen
Harichand Saini,PERSON,male,jain,firstname_lastname,original,Harichand Saini
Y Ka,PERSON,male,kannada,initial_lastname_abbreviated,abbreviated,Y Kaddi
MRINMOY  SASMAL,PERSON,male,bengali,upper_extra_spaces,extra_spaces,MRINMOY SASMAL
selvi durai,PERSON,female,tamil,lower,original,selvi durai
RathorePhooli,PERSON,female,rajasthani,lastname_firstname_no_spaces,no_spaces,Rathore Phooli
Dhun D,PERSON,female,parsi,firstname_initial,original,Dhun D
Ramdayal,PERSON,male,hindi,firstname_only,original,Ramdayal
kailXXX,PERSON,male,telugu,lower_partial_masked,partial_masked,kailasam pokuri
Dehuri,PERSON,male,odia,initials_lastname_last_name_only,last_name_only,B N Dehuri
ARUN BALAKRISHNAN,PERSON,male,malayalam,upper,original,ARUN BALAKRISHNAN
Natarajan Ya,PERSON,female,tamil,lastname_firstname_truncated,truncated,Natarajan Yamuna
JUGRAJ  SHANKAR   BOPARAI,PERSON,male,punjabi,three_part_upper_extra_spaces,extra_spaces,JUGRAJ SHANKAR BOPARAI
Baidya Colin,PERSON,male,christian,lastname_firstname,original,Baidya Colin
GRIJA SHA BLLAL,PERSON,female,kannada,three_part_upper_vowel_drop,vowel_drop,GIRIJA USHA BALLAL
PRAHBA MOHINI BHARWAD,PERSON,female,gujarati,three_part_upper_typo_swap,typo_swap,PRABHA MOHINI BHARWAD
Jamshed***,PERSON,male,parsi,firstname_initial_partial_masked,partial_masked,Jamshedji T
Harmit dAnoa,PERSON,female,punjabi,firstname_lastname_phonetic_sub,phonetic_sub,Harmeet Dhanoa
M Hathi-409,PERSON,female,jain,initial_lastname_suffix_noise,suffix_noise,M Hathi
Radhakrishnan Kunj..,PERSON,male,malayalam,lastname_firstname_truncated_ellipsis,truncated_ellipsis,Radhakrishnan Kunju
S Sarkar,PERSON,female,bengali,initial_lastname,original,S Sarkar
NEFT-P R Gadnayak,PERSON,male,odia,initials_lastname_prefix_noise,prefix_noise,P R Gadnayak
ATMAN SARVAI,PERSON,male,gujarati,upper_truncated,truncated,ATMAN SARVAIYA
Dawhi Puneet,PERSON,male,gujarati,lastname_firstname_phonetic_sub,phonetic_sub,Dabhi Puneet
R Joglekar,PERSON,female,marathi,initial_lastname,original,R Joglekar
LIAQAT GHORI-2723,PERSON,male,muslim,upper_suffix_noise,suffix_noise,LIAQAT GHORI
Loganathan_Palaniappan,PERSON,male,tamil,lastname_firstname_space_replaced,space_replaced,Loganathan Palaniappan
Baqir,PERSON,male,muslim,firstname_only,original,Baqir
JASON. DAVID,PERSON,male,christian,upper_dots_added,dots_added,JASON DAVID
VShirahatti,PERSON,male,kannada,initial_lastname_no_spaces,no_spaces,V Shirahatti
Jut,PERSON,female,assamese,firstname_only_abbreviated,abbreviated,Jutika
Adiga Manjun...,PERSON,male,kannada,lastname_firstname_truncated_ellipsis,truncated_ellipsis,Adiga Manjunath
Tehzeeb Maududi-8449,PERSON,female,muslim,firstname_lastname_suffix_noise,suffix_noise,Tehzeeb Maududi
Dhun    D,PERSON,female,parsi,firstname_initial_extra_spaces,extra_spaces,Dhun D
kala uppin/21,PERSON,female,kannada,lower_suffix_noise,suffix_noise,kala uppin
MChudasama,PERSON,male,jain,initial_lastname_no_spaces,no_spaces,M Chudasama
marudevi***,PERSON,female,jain,lower_partial_masked,partial_masked,marudevi kadian
Amrita D,PERSON,female,hindi,firstname_initial,original,Amrita D
jyoti adhvaryu,PERSON,female,gujarati,lower,original,jyoti adhvaryu
Rajwade Gajanan,PERSON,male,marathi,lastname_firstname,original,Rajwade Gajanan
nir par,PERSON,female,jain,lower_abbreviated,abbreviated,nirupama parmar
Anvi Upadhyay,PERSON,female,hindi,firstname_lastname,original,Anvi Upadhyay
HAZARI BAIRWA,PERSON,male,rajasthani,upper,original,HAZARI BAIRWA
Havaldar anjula,PERSON,female,kannada,lastname_firstname_char_drop,char_drop,Havaldar Manjula
ERACH GOVIND DASTOOR,PERSON,male,parsi,three_part_upper,original,ERACH GOVIND DASTOOR
Ss Kohli,PERSON,female,punjabi,initial_lastname_char_insert,char_insert,S Kohli
Varascha kharkongor,PERSON,female,assamese,firstname_lastname_phonetic_sub,phonetic_sub,Barasha Kharkongor
D. Nigam.,PERSON,female,rajasthani,initial_lastname_dots_added,dots_added,D Nigam
Bhandari Radha,PERSON,female,rajasthani,lastname_firstname,original,Bhandari Radha
AMMU CHERIAN,PERSON,female,malayalam,upper,original,AMMU CHERIAN
D Khatri,PERSON,male,christian,initial_lastname,original,D Khatri
akir,PERSON,male,odia,firstname_initial_char_drop,char_drop,Fakir M
Rahmathunnias M,PERSON,female,malayalam,firstname_initial_typo_swap,typo_swap,Rahmathunnisa M
MIS DED,PERSON,female,rajasthani,upper_abbreviated,abbreviated,MISHRI DEDHA
Moorthy Keshav Malaichamy,PERSON,male,tamil,three_part,original,Moorthy Keshav Malaichamy
Jasmen Khurana.,PERSON,female,punjabi,firstname_lastname_double_merge+dots_added,double_merge+dots_added,Jasmeen Khurana
Har Sar,PERSON,female,rajasthani,firstname_lastname_abbreviated,abbreviated,Hari Saran
Jhala Sneha.,PERSON,female,gujarati,lastname_firstname_dots_added,dots_added,Jhala Sneha
NIRUPAM MARNI,PERSON,female,odia,upper_char_drop,char_drop,NIRUPAMA MARNDI
R Jeyachandran,PERSON,male,tamil,initial_lastname,original,R Jeyachandran
Paventhan G,PERSON,male,tamil,firstname_initial,original,Paventhan G
A Chnad,PERSON,male,hindi,initial_lastname_typo_swap,typo_swap,A Chand
